sqt-tests: 6 node element
self-interaction matrix test
============================
N   = 8
nqk = 175
-0.0266559 -0.0264372 0.0150308 0.0149075 (2.187274e-04,1.233363e-04)
-0.0836957 -0.0858809 0.0794149 0.0814884 (2.185177e-03,2.073413e-03)
-0.0229912 -0.0237955 0.0145855 0.0150956 (8.042173e-04,5.101875e-04)
-0.195522 -0.19709 0.149326 0.150524 (1.568061e-03,1.197563e-03)
-0.0426937 -0.0441983 0.0249535 0.0258329 (1.504599e-03,8.794045e-04)
-0.0811509 -0.0812197 0.0724267 0.0724881 (6.877373e-05,6.138335e-05)
-0.0210442 -0.0205972 0.0146148 0.0143043 (4.470081e-04,3.104359e-04)
-0.0786794 -0.081111 0.0653539 0.0673737 (2.431628e-03,2.019819e-03)
-0.031078 -0.0330375 0.0283272 0.0301133 (1.959557e-03,1.786127e-03)
-0.0744857 -0.0808821 0.0471022 0.0511471 (6.396388e-03,4.044858e-03)
-0.0489719 -0.0544498 0.046136 0.0512967 (5.477942e-03,5.160722e-03)
-0.0579478 -0.0559562 0.0489172 0.047236 (1.991583e-03,1.681215e-03)
-0.0295238 -0.030291 0.0227158 0.0233061 (7.672408e-04,5.902377e-04)
-0.165436 -0.166256 0.115735 0.116308 (8.194989e-04,5.732992e-04)
-0.0668043 -0.0669721 0.060043 0.0601938 (1.678195e-04,1.508344e-04)
-0.026193 -0.026137 0.0250376 0.0249841 (5.598861e-05,5.351940e-05)
-0.0298766 -0.029772 0.0250411 0.0249535 (1.045663e-04,8.764261e-05)
-0.0478569 -0.0478506 0.0450351 0.0450292 (6.230274e-06,5.847855e-06)
-0.145469 -0.145803 0.112654 0.112913 (3.341185e-04,2.587477e-04)
-0.232609 -0.231226 0.210166 0.208917 (1.383470e-03,1.249989e-03)
-0.0487083 -0.0487421 0.0416542 0.0416831 (3.372975e-05,2.884579e-05)
-0.15075 -0.151172 0.143317 0.143718 (4.213437e-04,4.005681e-04)
-0.0304374 -0.0304399 0.0280826 0.0280848 (2.504526e-06,2.269573e-06)
-0.397102 -0.396444 0.383302 0.382666 (6.588673e-04,6.359690e-04)
-0.178261 -0.177367 0.166156 0.165323 (8.936010e-04,8.329184e-04)
-0.141282 -0.141402 0.0900293 0.0901058 (1.200363e-04,7.649070e-05)
-0.0594045 -0.0593821 0.0449976 0.0449807 (2.233393e-05,1.691747e-05)
-0.243658 -0.243595 0.143373 0.143335 (6.358569e-05,3.741494e-05)
-0.00636525 -0.00636393 0.00558549 0.00558433 (1.318156e-06,1.156674e-06)
-0.241418 -0.24131 0.167301 0.167226 (1.084297e-04,7.514107e-05)
-0.043501 -0.0435164 0.0356504 0.035663 (1.542017e-05,1.263710e-05)
-0.0467526 -0.046467 0.0418412 0.0415857 (2.856193e-04,2.555291e-04)
-0.0977117 -0.097812 0.0620021 0.0620658 (1.002826e-04,6.363341e-05)
-0.0449191 -0.0449474 0.0415013 0.0415274 (2.831915e-05,2.616255e-05)
-0.154679 -0.154808 0.128574 0.128681 (1.289144e-04,1.071574e-04)
-0.0153781 -0.0153678 0.0117213 0.0117134 (1.030885e-05,7.859769e-06)
-0.089029 -0.0900547 0.0621892 0.0629056 (1.025684e-03,7.163722e-04)
-0.0474725 -0.0480095 0.0419382 0.0424126 (5.369506e-04,4.743520e-04)
-0.0415539 -0.0416893 0.0389482 0.0390752 (1.354373e-04,1.270150e-04)
-0.0446699 -0.0446601 0.0370254 0.0370173 (9.844766e-06,8.181183e-06)
-0.0510775 -0.0516671 0.0472387 0.047784 (5.896115e-04,5.452982e-04)
-0.240242 -0.237509 0.185464 0.183353 (2.733443e-03,2.110180e-03)
-0.0426395 -0.0433567 0.0380886 0.0387293 (7.171411e-04,6.406425e-04)
-0.0737856 -0.075591 0.0629223 0.0644618 (1.805361e-03,1.539539e-03)
-0.1178 -0.117509 0.110692 0.11042 (2.902937e-04,2.727904e-04)
-0.0494658 -0.0492764 0.0454108 0.0452366 (1.893904e-04,1.742256e-04)
-0.105535 -0.106816 0.101385 0.102615 (1.280517e-03,1.230165e-03)
-0.039995 -0.0399092 0.0374862 0.0374058 (8.582763e-05,8.044448e-05)
-0.0730327 -0.0722773 0.0460698 0.0455933 (7.554162e-04,4.765245e-04)
-0.119022 -0.11916 0.0896873 0.0897912 (1.378640e-04,1.038852e-04)
-0.0188378 -0.018685 0.0109891 0.0109 (1.527832e-04,8.912698e-05)
-0.134076 -0.134636 0.117898 0.118391 (5.601506e-04,4.925606e-04)
-0.0170572 -0.0168846 0.0117301 0.0116114 (1.726539e-04,1.187338e-04)
-0.0656368 -0.0661705 0.0537003 0.0541369 (5.337067e-04,4.366645e-04)
-0.195863 -0.190765 0.175983 0.171403 (5.097446e-03,4.580058e-03)
-0.025686 -0.0259165 0.0161717 0.0163168 (2.305174e-04,1.451319e-04)
-0.315225 -0.318723 0.293212 0.296466 (3.497687e-03,3.253440e-03)
-0.186746 -0.184249 0.155301 0.153225 (2.496481e-03,2.076115e-03)
-0.0533726 -0.0538517 0.040551 0.0409149 (4.790537e-04,3.639712e-04)
-0.0360257 -0.035774 0.0250252 0.0248503 (2.517113e-04,1.748506e-04)
-0.111372 -0.111505 0.0987495 0.098867 (1.325264e-04,1.175062e-04)
-0.063281 -0.0616776 0.0598277 0.0583118 (1.603427e-03,1.515926e-03)
-0.0543335 -0.0539177 0.0450086 0.0446642 (4.157815e-04,3.444235e-04)
-0.461451 -0.46026 0.429413 0.428305 (1.191110e-03,1.108414e-03)
-0.172598 -0.172668 0.132724 0.132777 (6.957502e-05,5.350138e-05)
-0.111572 -0.111707 0.0998173 0.0999378 (1.346602e-04,1.204728e-04)
-0.0163822 -0.0164341 0.0139289 0.013973 (5.187945e-05,4.408694e-05)
-0.256633 -0.256968 0.242104 0.24242 (3.349686e-04,3.160042e-04)
-0.104434 -0.104585 0.0958746 0.096014 (1.518001e-04,1.393591e-04)
-0.120851 -0.120779 0.116234 0.116165 (7.178137e-05,6.903895e-05)
-0.0440084 -0.0440103 0.0418366 0.0418384 (1.897342e-06,1.803777e-06)
-0.0238477 -0.0238561 0.0150974 0.0151027 (8.366459e-06,5.296714e-06)
-0.0597082 -0.0596775 0.0456399 0.0456164 (3.071477e-05,2.347869e-05)
-0.0975184 -0.0974543 0.05709 0.0570525 (6.409625e-05,3.752378e-05)
-0.0163346 -0.0163465 0.0146282 0.0146388 (1.188390e-05,1.064238e-05)
-0.0135178 -0.0135227 0.00938653 0.00938993 (4.894581e-06,3.398959e-06)
-0.0220431 -0.0220331 0.018359 0.0183507 (9.958012e-06,8.291321e-06)
-0.059801 -0.0597424 0.0547065 0.0546528 (5.860883e-05,5.361584e-05)
-0.0562086 -0.0559658 0.0356256 0.0354717 (2.427862e-04,1.538375e-04)
-0.0961964 -0.0958854 0.0908621 0.0905683 (3.110670e-04,2.938172e-04)
-0.126503 -0.126888 0.107285 0.107612 (3.855646e-04,3.269869e-04)
-0.0545835 -0.0545026 0.0421646 0.0421022 (8.085654e-05,6.246084e-05)
-0.157171 -0.15715 0.110367 0.110352 (2.049591e-05,1.439219e-05)
-0.0406554 -0.0406259 0.0367299 0.0367032 (2.953394e-05,2.668228e-05)
-0.0546356 -0.0546145 0.0522646 0.0522444 (2.110319e-05,2.018672e-05)
-0.0497451 -0.0497065 0.041967 0.0419345 (3.854426e-05,3.251475e-05)
-0.163485 -0.163387 0.154373 0.15428 (9.877782e-05,9.327225e-05)
-0.0285796 -0.0285574 0.0222683 0.0222511 (2.217953e-05,1.728161e-05)
-0.0440968 -0.0440602 0.0400891 0.0400559 (3.658779e-05,3.326247e-05)
-0.101506 -0.101319 0.0874199 0.087259 (1.868065e-04,1.608984e-04)
-0.0493066 -0.049257 0.047035 0.0469876 (4.966420e-05,4.738071e-05)
-0.283494 -0.283083 0.262942 0.262561 (4.109662e-04,3.811736e-04)
-0.0356227 -0.0356321 0.034466 0.0344751 (9.403981e-06,9.098614e-06)
-0.222586 -0.222566 0.209527 0.209509 (1.998078e-05,1.880545e-05)
-0.0630743 -0.0630544 0.0392901 0.0392777 (1.991714e-05,1.241431e-05)
-0.133713 -0.133806 0.10086 0.100931 (9.336566e-05,7.042654e-05)
-0.0451391 -0.0451428 0.0259878 0.0259899 (3.636997e-06,2.093891e-06)
-0.0497663 -0.049763 0.044094 0.0440911 (3.289448e-06,2.914350e-06)
-0.130802 -0.130924 0.0895181 0.0896014 (1.217453e-04,8.331995e-05)
-0.044347 -0.0444027 0.0364983 0.0365442 (5.568501e-05,4.583077e-05)
-0.0304273 -0.0301372 0.0275405 0.0272778 (2.901231e-04,2.627031e-04)
-0.0927325 -0.0926084 0.0579202 0.0578427 (1.241055e-04,7.751302e-05)
-0.0222321 -0.0218439 0.0207816 0.0204187 (3.881493e-04,3.628656e-04)
-0.103949 -0.104207 0.0871691 0.0873848 (2.572398e-04,2.157268e-04)
-0.125289 -0.125252 0.0956322 0.0956027 (3.713542e-05,2.947132e-05)
-0.34682 -0.336564 0.240672 0.233555 (1.025558e-02,7.116751e-03)
-0.0800664 -0.0786437 0.0716301 0.0703574 (1.422653e-03,1.272732e-03)
-0.0323937 -0.0300672 0.0306681 0.0284655 (2.326500e-03,2.202566e-03)
-0.0744399 -0.077563 0.0622505 0.0648603 (3.123069e-03,2.609772e-03)
-0.297774 -0.300872 0.278694 0.281593 (3.097281e-03,2.898817e-03)
-0.10077 -0.0982661 0.0778878 0.0759522 (2.504229e-03,1.935580e-03)
-0.0627605 -0.0624055 0.0566668 0.0563478 (3.549867e-04,3.190324e-04)
-0.301905 -0.301372 0.25874 0.258283 (5.334587e-04,4.571878e-04)
-0.125901 -0.124291 0.119357 0.11783 (1.610388e-03,1.526678e-03)
-0.0628344 -0.062458 0.0580684 0.0577205 (3.764279e-04,3.478712e-04)
-0.119305 -0.119971 0.115055 0.115697 (6.657401e-04,6.420511e-04)
-0.4318 -0.431835 0.403449 0.403483 (3.562143e-05,3.327905e-05)
-0.0821781 -0.0820657 0.0518134 0.0517426 (1.123831e-04,7.085772e-05)
-0.0556243 -0.0559239 0.042135 0.0423616 (2.995454e-04,2.266927e-04)
-0.0955751 -0.0959213 0.0554089 0.0556096 (3.462247e-04,2.006825e-04)
-0.0889083 -0.0889002 0.0783394 0.0783323 (8.101292e-06,7.138225e-06)
-0.0357621 -0.0357395 0.0246612 0.0246457 (2.256505e-05,1.556078e-05)
-0.424997 -0.425142 0.349391 0.349511 (1.453706e-04,1.195106e-04)
-0.151476 -0.151486 0.136073 0.136081 (9.418281e-06,8.460536e-06)
-0.0510785 -0.0510474 0.0320782 0.0320586 (3.118924e-05,1.958730e-05)
-0.0869051 -0.0868031 0.0804673 0.0803728 (1.020492e-04,9.457738e-05)
-0.234321 -0.23439 0.195471 0.195529 (6.924219e-05,5.776196e-05)
-0.0231422 -0.0231413 0.0176668 0.0176661 (9.578836e-07,7.399618e-07)
-0.396226 -0.3962 0.27541 0.275391 (2.641965e-05,1.836384e-05)
-0.13891 -0.138877 0.123168 0.123139 (3.320760e-05,2.944416e-05)
-0.0529064 -0.0529157 0.0496142 0.0496229 (9.303216e-06,8.724310e-06)
-0.0562143 -0.0562402 0.0467153 0.0467368 (2.588375e-05,2.150993e-05)
-0.173408 -0.173423 0.160722 0.160736 (1.489780e-05,1.380796e-05)
-0.0940421 -0.0940526 0.0725225 0.0725306 (1.047288e-05,8.062339e-06)
-0.405146 -0.405202 0.3629 0.36295 (5.611305e-05,5.026198e-05)
-0.115243 -0.115219 0.0983721 0.0983515 (2.408883e-05,2.055977e-05)
-0.146144 -0.146139 0.137521 0.137516 (5.402516e-06,5.083750e-06)
-0.078148 -0.0781499 0.0718922 0.071894 (1.925049e-06,1.772833e-06)
-0.47223 -0.472237 0.453831 0.453838 (6.804342e-06,6.539235e-06)
